show_id,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,country_10,country_11,country_12
s2041,null,null,null,null,null,null,null,null,null,null,null,null
s2042,United States,null,null,null,null,null,null,null,null,null,null,null
s2043,Australia,New Zealand,United States,null,null,null,null,null,null,null,null,null
s2044,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2045,United States,null,null,null,null,null,null,null,null,null,null,null
s2046,United States,null,null,null,null,null,null,null,null,null,null,null
s2047,South Africa,null,null,null,null,null,null,null,null,null,null,null
s2048,United States,null,null,null,null,null,null,null,null,null,null,null
s2049,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s2050,Philippines,null,null,null,null,null,null,null,null,null,null,null
s2051,Brazil,null,null,null,null,null,null,null,null,null,null,null
s2052,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s2053,United States,null,null,null,null,null,null,null,null,null,null,null
s2054,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2055,United States,null,null,null,null,null,null,null,null,null,null,null
s2056,Germany,null,null,null,null,null,null,null,null,null,null,null
s2057,Germany,United States,null,null,null,null,null,null,null,null,null,null
s2058,Vietnam,null,null,null,null,null,null,null,null,null,null,null
s2059,null,null,null,null,null,null,null,null,null,null,null,null
s2060,Hong Kong,Iceland,United States,null,null,null,null,null,null,null,null,null
s2061,Philippines,null,null,null,null,null,null,null,null,null,null,null
s2062,Netherlands,null,null,null,null,null,null,null,null,null,null,null
s2063,Japan,null,null,null,null,null,null,null,null,null,null,null
s2064,United States,null,null,null,null,null,null,null,null,null,null,null
s2065,Denmark,null,null,null,null,null,null,null,null,null,null,null
s2066,Japan,United States,null,null,null,null,null,null,null,null,null,null
s2067,Japan,null,null,null,null,null,null,null,null,null,null,null
s2068,Japan,null,null,null,null,null,null,null,null,null,null,null
s2069,United States,null,null,null,null,null,null,null,null,null,null,null
s2070,France,null,null,null,null,null,null,null,null,null,null,null
s2071,France,Australia,Germany,null,null,null,null,null,null,null,null,null
s2072,United States,null,null,null,null,null,null,null,null,null,null,null
s2073,United States,null,null,null,null,null,null,null,null,null,null,null
s2074,United States,null,null,null,null,null,null,null,null,null,null,null
s2075,India,null,null,null,null,null,null,null,null,null,null,null
s2076,Spain,null,null,null,null,null,null,null,null,null,null,null
s2077,United States,null,null,null,null,null,null,null,null,null,null,null
s2078,Italy,null,null,null,null,null,null,null,null,null,null,null
s2079,Japan,null,null,null,null,null,null,null,null,null,null,null
s2080,United States,Belgium,Canada,France,null,null,null,null,null,null,null,null
s2081,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2082,Canada,null,null,null,null,null,null,null,null,null,null,null
s2083,India,null,null,null,null,null,null,null,null,null,null,null
s2084,United States,null,null,null,null,null,null,null,null,null,null,null
s2085,United States,null,null,null,null,null,null,null,null,null,null,null
s2086,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s2087,India,null,null,null,null,null,null,null,null,null,null,null
s2088,South Africa,Angola,null,null,null,null,null,null,null,null,null,null
s2089,Spain,null,null,null,null,null,null,null,null,null,null,null
s2090,Japan,null,null,null,null,null,null,null,null,null,null,null
s2091,United States,null,null,null,null,null,null,null,null,null,null,null
s2092,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s2093,United States,null,null,null,null,null,null,null,null,null,null,null
s2094,Colombia,null,null,null,null,null,null,null,null,null,null,null
s2095,United States,Philippines,null,null,null,null,null,null,null,null,null,null
s2096,United States,null,null,null,null,null,null,null,null,null,null,null
s2097,United States,null,null,null,null,null,null,null,null,null,null,null
s2098,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2099,United States,null,null,null,null,null,null,null,null,null,null,null
s2100,United States,null,null,null,null,null,null,null,null,null,null,null
s2101,United States,null,null,null,null,null,null,null,null,null,null,null
s2102,null,null,null,null,null,null,null,null,null,null,null,null
s2103,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s2104,India,null,null,null,null,null,null,null,null,null,null,null
s2105,Mexico,null,null,null,null,null,null,null,null,null,null,null
s2106,United States,null,null,null,null,null,null,null,null,null,null,null
s2107,Canada,null,null,null,null,null,null,null,null,null,null,null
s2108,United States,null,null,null,null,null,null,null,null,null,null,null
s2109,South Korea,null,null,null,null,null,null,null,null,null,null,null
s2110,United States,null,null,null,null,null,null,null,null,null,null,null
s2111,Egypt,null,null,null,null,null,null,null,null,null,null,null
s2112,Argentina,null,null,null,null,null,null,null,null,null,null,null
s2113,United States,null,null,null,null,null,null,null,null,null,null,null
s2114,United States,null,null,null,null,null,null,null,null,null,null,null
s2115,null,null,null,null,null,null,null,null,null,null,null,null
s2116,United States,null,null,null,null,null,null,null,null,null,null,null
s2117,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s2118,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s2119,United States,null,null,null,null,null,null,null,null,null,null,null
s2120,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s2121,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s2122,United States,United Kingdom,Canada,China,null,null,null,null,null,null,null,null
s2123,South Korea,null,null,null,null,null,null,null,null,null,null,null
s2124,null,null,null,null,null,null,null,null,null,null,null,null
s2125,Denmark,null,null,null,null,null,null,null,null,null,null,null
s2126,Saudi Arabia,null,null,null,null,null,null,null,null,null,null,null
s2127,India,null,null,null,null,null,null,null,null,null,null,null
s2128,Brazil,null,null,null,null,null,null,null,null,null,null,null
s2129,null,null,null,null,null,null,null,null,null,null,null,null
s2130,Canada,null,null,null,null,null,null,null,null,null,null,null
s2131,United States,Nigeria,null,null,null,null,null,null,null,null,null,null
s2132,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2133,United States,null,null,null,null,null,null,null,null,null,null,null
s2134,United States,null,null,null,null,null,null,null,null,null,null,null
s2135,Colombia,null,null,null,null,null,null,null,null,null,null,null
s2136,United States,null,null,null,null,null,null,null,null,null,null,null
s2137,Japan,null,null,null,null,null,null,null,null,null,null,null
s2138,France,null,null,null,null,null,null,null,null,null,null,null
s2139,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s2140,United States,France,null,null,null,null,null,null,null,null,null,null
s2141,United States,null,null,null,null,null,null,null,null,null,null,null
s2142,India,null,null,null,null,null,null,null,null,null,null,null
s2143,United States,null,null,null,null,null,null,null,null,null,null,null
s2144,United States,null,null,null,null,null,null,null,null,null,null,null
s2145,United States,null,null,null,null,null,null,null,null,null,null,null
s2146,Japan,null,null,null,null,null,null,null,null,null,null,null
s2147,United States,null,null,null,null,null,null,null,null,null,null,null
s2148,null,null,null,null,null,null,null,null,null,null,null,null
s2149,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s2150,United States,Canada,United Kingdom,null,null,null,null,null,null,null,null,null
s2151,Germany,null,null,null,null,null,null,null,null,null,null,null
s2152,Spain,null,null,null,null,null,null,null,null,null,null,null
s2153,null,null,null,null,null,null,null,null,null,null,null,null
s2154,Germany,null,null,null,null,null,null,null,null,null,null,null
s2155,United States,null,null,null,null,null,null,null,null,null,null,null
s2156,United States,null,null,null,null,null,null,null,null,null,null,null
s2157,United States,null,null,null,null,null,null,null,null,null,null,null
s2158,United States,null,null,null,null,null,null,null,null,null,null,null
s2159,United States,null,null,null,null,null,null,null,null,null,null,null
s2160,United States,null,null,null,null,null,null,null,null,null,null,null
s2161,Canada,null,null,null,null,null,null,null,null,null,null,null
s2162,Uruguay,null,null,null,null,null,null,null,null,null,null,null
s2163,Denmark,United States,null,null,null,null,null,null,null,null,null,null
s2164,France,null,null,null,null,null,null,null,null,null,null,null
s2165,null,null,null,null,null,null,null,null,null,null,null,null
s2166,United States,null,null,null,null,null,null,null,null,null,null,null
s2167,null,null,null,null,null,null,null,null,null,null,null,null
s2168,United States,null,null,null,null,null,null,null,null,null,null,null
s2169,Brazil,null,null,null,null,null,null,null,null,null,null,null
s2170,United States,null,null,null,null,null,null,null,null,null,null,null
s2171,United States,null,null,null,null,null,null,null,null,null,null,null
s2172,United States,null,null,null,null,null,null,null,null,null,null,null
s2173,United States,null,null,null,null,null,null,null,null,null,null,null
s2174,United States,null,null,null,null,null,null,null,null,null,null,null
s2175,Canada,null,null,null,null,null,null,null,null,null,null,null
s2176,Japan,null,null,null,null,null,null,null,null,null,null,null
s2177,United States,null,null,null,null,null,null,null,null,null,null,null
s2178,Canada,null,null,null,null,null,null,null,null,null,null,null
s2179,Canada,null,null,null,null,null,null,null,null,null,null,null
s2180,Turkey,United States,null,null,null,null,null,null,null,null,null,null
s2181,Japan,null,null,null,null,null,null,null,null,null,null,null
s2182,United States,null,null,null,null,null,null,null,null,null,null,null
s2183,null,null,null,null,null,null,null,null,null,null,null,null
s2184,Canada,null,null,null,null,null,null,null,null,null,null,null
s2185,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2186,Germany,null,null,null,null,null,null,null,null,null,null,null
s2187,India,null,null,null,null,null,null,null,null,null,null,null
s2188,South Africa,null,null,null,null,null,null,null,null,null,null,null
s2189,United States,null,null,null,null,null,null,null,null,null,null,null
s2190,United States,null,null,null,null,null,null,null,null,null,null,null
s2191,United States,Canada,null,null,null,null,null,null,null,null,null,null
s2192,Peru,Germany,Norway,null,null,null,null,null,null,null,null,null
s2193,United States,null,null,null,null,null,null,null,null,null,null,null
